name,code,description,type,codelist
女　年少人口　5-9,A21_060,NA,整数型,NA
女　年少人口　10-14,A21_061,NA,整数型,NA
女　年少人口　小計,A21_062,NA,整数型,NA
女　生産年齢人口　15-19,A21_063,NA,整数型,NA
女　生産年齢人口　20-24,A21_064,NA,整数型,NA
女　生産年齢人口　25-29,A21_065,NA,整数型,NA
女　生産年齢人口　30-34,A21_066,NA,整数型,NA
女　生産年齢人口　35-39,A21_067,NA,整数型,NA
女　生産年齢人口　40-44,A21_068,NA,整数型,NA
女　生産年齢人口　45-49,A21_069,NA,整数型,NA
女　生産年齢人口　50-54,A21_070,NA,整数型,NA
女　生産年齢人口　55-59,A21_071,NA,整数型,NA
女　生産年齢人口　60-64,A21_072,NA,整数型,NA
女　生産年齢人口　小計,A21_073,NA,整数型,NA
女　老年人口　65-69,A21_074,NA,整数型,NA
女　老年人口　70-74,A21_075,NA,整数型,NA
女　老年人口　75-79,A21_076,NA,整数型,NA
女　老年人口　80-84,A21_077,NA,整数型,NA
女　老年人口　85歳以上,A21_078,NA,整数型,NA
女　老年人口　小計,A21_079,NA,整数型,NA
女　不詳　,A21_080,NA,整数型,NA
女　生産年齢人口指数　,A21_081,NA,実数型,NA
女　老齢化率　,A21_082,NA,実数型,NA
男女計　国勢調査人口総数　,A21_083,NA,整数型,NA
男女計　年少人口　0-4,A21_084,NA,整数型,NA
男女計　年少人口　5-9,A21_085,NA,整数型,NA
男女計　年少人口　10-14,A21_086,NA,整数型,NA
男女計　年少人口　小計,A21_087,NA,整数型,NA
男女計　生産年齢人口　15-19,A21_088,NA,整数型,NA
男女計　生産年齢人口　20-24,A21_089,NA,整数型,NA
男女計　生産年齢人口　25-29,A21_090,NA,整数型,NA
男女計　生産年齢人口　30-34,A21_091,NA,整数型,NA
男女計　生産年齢人口　35-39,A21_092,NA,整数型,NA
男女計　生産年齢人口　40-44,A21_093,NA,整数型,NA
男女計　生産年齢人口　45-49,A21_094,NA,整数型,NA
男女計　生産年齢人口　50-54,A21_095,NA,整数型,NA
男女計　生産年齢人口　55-59,A21_096,NA,整数型,NA
男女計　生産年齢人口　60-64,A21_097,NA,整数型,NA
男女計　生産年齢人口　小計,A21_098,NA,整数型,NA
男女計　老年人口　65-69,A21_099,NA,整数型,NA
男女計　老年人口　70-74,A21_100,NA,整数型,NA
男女計　老年人口　75-79,A21_101,NA,整数型,NA
男女計　老年人口　80-84,A21_102,NA,整数型,NA
男女計　老年人口　85歳以上,A21_103,NA,整数型,NA
男女計　老年人口　小計,A21_104,NA,整数型,NA
男女計　不詳　,A21_105,NA,整数型,NA
男女計　生産年齢人口指数　,A21_106,NA,実数型,NA
男女計　老齢化率　,A21_107,NA,実数型,NA
年齢別･男女別人口　備考,A21_108,NA,文字列型,NA
調査年度,A21_109,NA,時間型,NA
土地利用　総面積　,A21_110,NA,整数型,NA
土地利用　農用地　農用地合計,A21_111,NA,整数型,NA
土地利用　農用地　農地,A21_112,NA,整数型,NA
土地利用　農用地　採草放牧地,A21_113,NA,整数型,NA
土地利用　森林　,A21_114,NA,整数型,NA
土地利用　原野　,A21_115,NA,整数型,NA
土地利用　水面・河川・水路　,A21_116,NA,整数型,NA
土地利用　道路　,A21_117,NA,整数型,NA
土地利用　宅地　,A21_118,NA,整数型,NA
土地利用　その他　,A21_119,NA,整数型,NA
土地利用　備考　,A21_120,NA,文字列型,NA
学校　保　保育所数　本所,A21_121,NA,整数型,NA
学校　保　保育所数　分所,A21_122,NA,整数型,NA
学校　保　乳幼児数　在所,A21_123,NA,整数型,NA
学校　保　乳幼児数　通所,A21_124,NA,整数型,NA
学校　幼　幼稚園数　本園,A21_125,NA,整数型,NA
学校　幼　幼稚園数　分園,A21_126,NA,整数型,NA
学校　幼　園児数　在園,A21_127,NA,整数型,NA
学校　幼　園児数　通園,A21_128,NA,整数型,NA
学校　小　学校数　本校,A21_129,NA,整数型,NA
学校　小　学校数　分校,A21_130,NA,整数型,NA
学校　小　教（職）員数　教員数,A21_131,NA,整数型,NA
学校　小　教（職）員数　職員数,A21_132,NA,整数型,NA
学校　小　学級数,A21_133,NA,整数型,NA
学校　小　児童数　在校,A21_134,NA,整数型,NA
学校　小　児童数　通学,A21_135,NA,整数型,NA
学校　中　学校数　本校,A21_136,NA,整数型,NA
学校　中　学校数　分校,A21_137,NA,整数型,NA
学校　中　教（職）員数　教員数,A21_138,NA,整数型,NA
学校　中　教（職）員数　職員数,A21_139,NA,整数型,NA
学校　中　学級数,A21_140,NA,整数型,NA
学校　中　生徒数　在校,A21_141,NA,整数型,NA
学校　中　生徒数　通学,A21_142,NA,整数型,NA
学校　高　学校数　本校,A21_143,NA,整数型,NA
学校　高　学校数　分校,A21_144,NA,整数型,NA
学校　高　教（職）員数　教員数,A21_145,NA,整数型,NA
学校　高　教（職）員数　職員数,A21_146,NA,整数型,NA
学校　高　学級数,A21_147,NA,整数型,NA
学校　高　生徒数　在校,A21_148,NA,整数型,NA
学校　高　生徒数　通学,A21_149,NA,整数型,NA
学校　備考,A21_150,NA,文字列型,NA
卒業者状況　中　卒業生数　　,A21_151,NA,整数型,NA
卒業者状況　中　就職　総数　,A21_152,NA,整数型,NA
卒業者状況　中　就職　島内　計,A21_153,NA,整数型,NA
卒業者状況　中　就職　島内　農林業,A21_154,NA,整数型,NA
卒業者状況　中　就職　島内　水産業,A21_155,NA,整数型,NA
卒業者状況　中　就職　島内　2次産業,A21_156,NA,整数型,NA
卒業者状況　中　就職　島内　3次産業,A21_157,NA,整数型,NA
卒業者状況　中　就職　島外　計,A21_158,NA,整数型,NA
卒業者状況　中　就職　島外　1次産業,A21_159,NA,整数型,NA
卒業者状況　中　就職　島外　2次産業,A21_160,NA,整数型,NA
卒業者状況　中　就職　島外　3次産業,A21_161,NA,整数型,NA
卒業者状況　中　進学　総数　,A21_162,NA,整数型,NA
卒業者状況　中　進学　島内　,A21_163,NA,整数型,NA
卒業者状況　中　進学　島外　,A21_164,NA,整数型,NA
卒業者状況　中　進学　進学率　,A21_165,NA,実数型,NA
卒業者状況　中　未就職・その他　島内　,A21_166,NA,整数型,NA
卒業者状況　中　未就職・その他　島外　,A21_167,NA,整数型,NA
卒業者状況　高　卒業生数　　,A21_168,NA,整数型,NA
卒業者状況　高　就職　総数　,A21_169,NA,整数型,NA
卒業者状況　高　就職　島内　計,A21_170,NA,整数型,NA
卒業者状況　高　就職　島内　農林業,A21_171,NA,整数型,NA
卒業者状況　高　就職　島内　水産業,A21_172,NA,整数型,NA
卒業者状況　高　就職　島内　2次産業,A21_173,NA,整数型,NA
卒業者状況　高　就職　島内　3次産業,A21_174,NA,整数型,NA
卒業者状況　高　就職　島外　計,A21_175,NA,整数型,NA
卒業者状況　高　就職　島外　1次産業,A21_176,NA,整数型,NA
卒業者状況　高　就職　島外　2次産業,A21_177,NA,整数型,NA
卒業者状況　高　就職　島外　3次産業,A21_178,NA,整数型,NA
卒業者状況　高　進学　総数　,A21_179,NA,整数型,NA
卒業者状況　高　進学　島内　,A21_180,NA,整数型,NA
卒業者状況　高　進学　島外　,A21_181,NA,整数型,NA
卒業者状況　高　進学　進学率　,A21_182,NA,実数型,NA
卒業者状況　高　未就職・その他　島内　,A21_183,NA,整数型,NA
卒業者状況　高　未就職・その他　島外　,A21_184,NA,整数型,NA
公園等　国調人口　　　,A21_185,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　都市計画公園　カ所数,A21_186,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　都市計画公園　面積,A21_187,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　特定地区公園　カ所数,A21_188,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　特定地区公園　面積,A21_189,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　計　カ所数,A21_190,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　計　面積,A21_191,NA,整数型,NA
公園等　離島振興関係一括事業　港湾環境整備緑地　カ所数　,A21_192,NA,整数型,NA
公園等　離島振興関係一括事業　港湾環境整備緑地　面積　,A21_193,NA,整数型,NA
公園等　離島振興関係一括事業　漁港漁村環境整備　カ所数　,A21_194,NA,整数型,NA
公園等　離島振興関係一括事業　漁港漁村環境整備　面積　,A21_195,NA,整数型,NA
公園等　離島振興関係一括事業　海岸環境整備　カ所数　,A21_196,NA,整数型,NA
公園等　離島振興関係一括事業　海岸環境整備　面積　,A21_197,NA,整数型,NA
公園等　離島振興関係一括事業　農業集落環境整備　カ所数　,A21_198,NA,整数型,NA
公園等　離島振興関係一括事業　農業集落環境整備　面積　,A21_199,NA,整数型,NA
公園等　離島振興関係一括事業　コミュニティ・アイランド　カ所数　,A21_200,NA,整数型,NA
公園等　離島振興関係一括事業　コミュニティ・アイランド　面積　,A21_201,NA,整数型,NA
公園等　離島振興関係一括事業　自然公園施設設備（園地等）　カ所数　,A21_202,NA,整数型,NA
公園等　離島振興関係一括事業　自然公園施設設備（園地等）　面積　,A21_203,NA,整数型,NA
公園等　離島振興関係一括事業　その他　カ所数　,A21_204,NA,整数型,NA
公園等　離島振興関係一括事業　その他　面積　,A21_205,NA,整数型,NA
公園等　離島振興関係一括事業　小計　カ所数　,A21_206,NA,整数型,NA
公園等　離島振興関係一括事業　小計　面積　,A21_207,NA,整数型,NA
公園等　地方公共団体単独事業　カ所数　　,A21_208,NA,整数型,NA
公園等　地方公共団体単独事業　面積　　,A21_209,NA,整数型,NA
公園等　合計　カ所数　　,A21_210,NA,整数型,NA
公園等　合計　面積　　,A21_211,NA,整数型,NA
公園等　一人当たり公園・緑地面積　　　,A21_212,NA,実数型,NA
道路　国道　総延長,A21_213,NA,実数型,NA
道路　国道　重用延長,A21_214,NA,実数型,NA
道路　国道　未供用延長,A21_215,NA,実数型,NA
道路　国道　実延長,A21_216,NA,実数型,NA
道路　国道　実延長　規格改良済延長,A21_217,NA,実数型,NA
道路　国道　実延長　規格改良済延長　内車道幅員55m以上,A21_218,NA,実数型,NA
道路　国道　実延長　未改良延長,A21_219,NA,実数型,NA
道路　国道　実延長　未改良延長　内自動車交通不能,A21_220,NA,実数型,NA
道路　国道　実延長　舗装済延長,A21_221,NA,実数型,NA
道路　国道　実延長　舗装済延長　内本舗装延長,A21_222,NA,実数型,NA
道路　国道　実延長　未舗装延長,A21_223,NA,実数型,NA
道路　国道　歩道設置道路実延長,A21_224,NA,実数型,NA
道路　国道　道路面積　車道面積,A21_225,NA,実数型,NA
道路　国道　道路面積　道路部面積,A21_226,NA,実数型,NA
道路　国道　道路面積　道路敷面積,A21_227,NA,実数型,NA
道路　主要地方道　総延長,A21_228,NA,実数型,NA
道路　主要地方道　重用延長,A21_229,NA,実数型,NA
道路　主要地方道　未供用延長,A21_230,NA,実数型,NA
道路　主要地方道　実延長,A21_231,NA,実数型,NA
道路　主要地方道　実延長　規格改良済延長,A21_232,NA,実数型,NA
道路　主要地方道　実延長　規格改良済延長　内車道幅員55m以上,A21_233,NA,実数型,NA
道路　主要地方道　実延長　未改良延長,A21_234,NA,実数型,NA
道路　主要地方道　実延長　未改良延長　内自動車交通不能,A21_235,NA,実数型,NA
道路　主要地方道　実延長　舗装済延長,A21_236,NA,実数型,NA
道路　主要地方道　実延長　舗装済延長　内本舗装延長,A21_237,NA,実数型,NA
道路　主要地方道　実延長　未舗装延長,A21_238,NA,実数型,NA
道路　主要地方道　歩道設置道路実延長,A21_239,NA,実数型,NA
道路　主要地方道　道路面積　車道面積,A21_240,NA,実数型,NA
道路　主要地方道　道路面積　道路部面積,A21_241,NA,実数型,NA
道路　主要地方道　道路面積　道路敷面積,A21_242,NA,実数型,NA
道路　都道県道　総延長,A21_243,NA,実数型,NA
道路　都道県道　重用延長,A21_244,NA,実数型,NA
道路　都道県道　未供用延長,A21_245,NA,実数型,NA
道路　都道県道　実延長,A21_246,NA,実数型,NA
道路　都道県道　実延長　規格改良済延長,A21_247,NA,実数型,NA
道路　都道県道　実延長　規格改良済延長　内車道幅員55m以上,A21_248,NA,実数型,NA
道路　都道県道　実延長　未改良延長,A21_249,NA,実数型,NA
道路　都道県道　実延長　未改良延長　内自動車交通不能,A21_250,NA,実数型,NA
道路　都道県道　実延長　舗装済延長,A21_251,NA,実数型,NA
道路　都道県道　実延長　舗装済延長　内本舗装延長,A21_252,NA,実数型,NA
道路　都道県道　実延長　未舗装延長,A21_253,NA,実数型,NA
道路　都道県道　歩道設置道路実延長,A21_254,NA,実数型,NA
道路　都道県道　道路面積　車道面積,A21_255,NA,実数型,NA
道路　都道県道　道路面積　道路部面積,A21_256,NA,実数型,NA
道路　都道県道　道路面積　道路敷面積,A21_257,NA,実数型,NA
道路　市町村道　総延長,A21_258,NA,実数型,NA
道路　市町村道　重用延長,A21_259,NA,実数型,NA
道路　市町村道　未供用延長,A21_260,NA,実数型,NA
道路　市町村道　実延長,A21_261,NA,実数型,NA
道路　市町村道　実延長　規格改良済延長,A21_262,NA,実数型,NA
道路　市町村道　実延長　規格改良済延長　内車道幅員55m以上,A21_263,NA,実数型,NA
道路　市町村道　実延長　未改良延長,A21_264,NA,実数型,NA
道路　市町村道　実延長　未改良延長　内自動車交通不能,A21_265,NA,実数型,NA
道路　市町村道　実延長　舗装済延長,A21_266,NA,実数型,NA
道路　市町村道　実延長　舗装済延長　内本舗装延長,A21_267,NA,実数型,NA
道路　市町村道　実延長　未舗装延長,A21_268,NA,実数型,NA
道路　市町村道　歩道設置道路実延長,A21_269,NA,実数型,NA
道路　市町村道　道路面積　車道面積,A21_270,NA,実数型,NA
道路　市町村道　道路面積　道路部面積,A21_271,NA,実数型,NA
道路　市町村道　道路面積　道路敷面積,A21_272,NA,実数型,NA
道路　備考,A21_273,NA,文字列型,NA
調査年度,A21_274,NA,時間型,NA
車輌保有台数　保有車両合計,A21_275,NA,整数型,NA
車輌保有台数　登録車両　小計,A21_276,NA,整数型,NA
車輌保有台数　登録車両　トラック　計,A21_277,NA,整数型,NA
車輌保有台数　登録車両　トラック　普通車,A21_278,NA,整数型,NA
車輌保有台数　登録車両　トラック　小型車,A21_279,NA,整数型,NA
車輌保有台数　登録車両　トラック　トレーラー,A21_280,NA,整数型,NA
車輌保有台数　登録車両　バス　,A21_281,NA,整数型,NA
車輌保有台数　登録車両　乗用車　計,A21_282,NA,整数型,NA
車輌保有台数　登録車両　乗用車　普通車,A21_283,NA,整数型,NA
車輌保有台数　登録車両　乗用車　小型車,A21_284,NA,整数型,NA
車輌保有台数　登録車両　特種用途車　,A21_285,NA,整数型,NA
車輌保有台数　登録車両　大型特殊車　,A21_286,NA,整数型,NA
車輌保有台数　軽自動車,A21_287,NA,整数型,NA
車輌保有台数　二輪車,A21_288,NA,整数型,NA
車輌保有台数　原動機付自転車,A21_289,NA,整数型,NA
車輌保有台数　小型特殊車,A21_290,NA,整数型,NA
車輌保有台数　備考,A21_291,NA,文字列型,NA
医療　住民登録人口,A21_292,NA,整数型,NA
医療　施設　総数,A21_293,NA,整数型,NA
医療　施設　病院,A21_294,NA,整数型,NA
医療　施設　診療所,A21_295,NA,整数型,NA
医療　施設　診療所　有床診療所,A21_296,NA,整数型,NA
医療　施設　歯科診療所,A21_297,NA,整数型,NA
医療　施設　一般診療所の歯科診療科目,A21_298,NA,整数型,NA
医療　施設　開設者別　国,A21_299,NA,整数型,NA
医療　施設　開設者別　都道県,A21_300,NA,整数型,NA
医療　施設　開設者別　市町村,A21_301,NA,整数型,NA
医療　施設　開設者別　個人,A21_302,NA,整数型,NA
医療　施設　開設者別　その他,A21_303,NA,整数型,NA
医療　病床数,A21_304,NA,整数型,NA
医療　従事者　医師　常勤,A21_305,NA,整数型,NA
医療　従事者　医師　非常勤,A21_306,NA,整数型,NA
医療　従事者　歯科医師　常勤,A21_307,NA,整数型,NA
医療　従事者　歯科医師　非常勤,A21_308,NA,整数型,NA
医療　従事者　保健師　医療施設勤務,A21_309,NA,整数型,NA
医療　従事者　保健師　医療施設外勤務,A21_310,NA,整数型,NA
医療　従事者　助産師　医療施設勤務,A21_311,NA,整数型,NA
医療　従事者　助産師　医療施設外勤務,A21_312,NA,整数型,NA
医療　従事者　看護師　医療施設勤務,A21_313,NA,整数型,NA
医療　従事者　看護師　医療施設外勤務,A21_314,NA,整数型,NA
医療　従事者　歯科衛生士　医療施設勤務,A21_315,NA,整数型,NA
医療　従事者　歯科衛生士　医療施設外勤務,A21_316,NA,整数型,NA
医療　搬送設備等　巡回診療車,A21_317,NA,整数型,NA
医療　搬送設備等　巡回診療船,A21_318,NA,整数型,NA
医療　搬送設備等　患者輸送車,A21_319,NA,整数型,NA
医療　搬送設備等　患者輸送船,A21_320,NA,整数型,NA
医療　備考,A21_321,NA,文字列型,NA
水道　住民登録人口,A21_322,NA,整数型,NA
水道　利用人口　上水道,A21_323,NA,整数型,NA
水道　利用人口　専用水道,A21_324,NA,整数型,NA
水道　利用人口　簡易水道,A21_325,NA,整数型,NA
水道　利用人口　計,A21_326,NA,整数型,NA
水道　普及率,A21_327,NA,実数型,NA
水道　その他飲料水利用人口　井戸,A21_328,NA,整数型,NA
水道　その他飲料水利用人口　流湧水,A21_329,NA,整数型,NA
水道　その他飲料水利用人口　天水,A21_330,NA,整数型,NA
水道　その他飲料水利用人口　計,A21_331,NA,整数型,NA
水道　備考,A21_332,NA,文字列型,NA
し尿処理状況　住民登録人口,A21_333,NA,整数型,NA
し尿処理状況　計画処理区域内人口　水洗化人口,A21_334,NA,整数型,NA
し尿処理状況　計画処理区域内人口　非水洗化人口　収集人口,A21_335,NA,整数型,NA
し尿処理状況　計画処理区域内人口　非水洗化人口　自家処理人口,A21_336,NA,整数型,NA
し尿処理状況　計画処理区域内人口　計,A21_337,NA,整数型,NA
し尿処理状況　計画処理区域内人口　計画収集率,A21_338,NA,実数型,NA
し尿処理状況　区域内人口比率,A21_339,NA,実数型,NA
し尿処理状況　収集し尿処理内訳　施設処理,A21_340,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　埋立て,A21_341,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　海洋投入,A21_342,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　その他,A21_343,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　計,A21_344,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　施設処理率,A21_345,NA,実数型,NA
し尿処理状況　備考,A21_346,NA,文字列型,NA
ごみ処理状況　住民登録人口,A21_347,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計画収集人口,A21_348,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　自家処理人口,A21_349,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計,A21_350,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計画収集率,A21_351,NA,実数型,NA
ごみ処理状況　区域内人口比率,A21_352,NA,実数型,NA
ごみ処理状況　収集ごみ処理内訳　施設処理,A21_353,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　埋立て,A21_354,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　その他,A21_355,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　計,A21_356,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　施設処理率,A21_357,NA,実数型,NA
ごみ処理状況　備考,A21_358,NA,文字列型,NA
汚水処理状況　住民登録人口,A21_359,NA,整数型,NA
汚水処理状況　計画処理区域内人口　公共・流域下水道,A21_360,NA,整数型,NA
汚水処理状況　計画処理区域内人口　農業集落排水,A21_361,NA,整数型,NA
汚水処理状況　計画処理区域内人口　漁業集落環境整備,A21_362,NA,整数型,NA
汚水処理状況　計画処理区域内人口　コミュニティ・プラント,A21_363,NA,整数型,NA
汚水処理状況　計画処理区域内人口　合併処理浄化槽,A21_364,NA,整数型,NA
汚水処理状況　計画処理区域内人口　その他,A21_365,NA,整数型,NA
汚水処理状況　計画処理区域内人口　計,A21_366,NA,整数型,NA
汚水処理状況　区域内人口比率,A21_367,NA,実数型,NA
汚水処理状況　処理人口　公共・流域下水道,A21_368,NA,整数型,NA
汚水処理状況　処理人口　農業集落排水,A21_369,NA,整数型,NA
汚水処理状況　処理人口　漁業集落環境整備,A21_370,NA,整数型,NA
汚水処理状況　処理人口　コミュニティ・プラント,A21_371,NA,整数型,NA
汚水処理状況　処理人口　合併処理浄化槽,A21_372,NA,整数型,NA
汚水処理状況　処理人口　その他,A21_373,NA,整数型,NA
汚水処理状況　処理人口　計,A21_374,NA,整数型,NA
汚水処理状況　処理人口普及率,A21_375,NA,実数型,NA
汚水処理状況　備考,A21_376,NA,文字列型,NA
財政1　決算　基準財政需要額,A21_377,NA,実数型,NA
財政1　決算　基準財政収入額,A21_378,NA,実数型,NA
財政1　決算　財政力指数,A21_379,NA,実数型,NA
財政1　現在　積立金現在高,A21_380,NA,実数型,NA
財政1　現在　地方債現在高,A21_381,NA,実数型,NA
財政1　歳入　地方税収入,A21_382,NA,実数型,NA
財政1　歳入　地方交付税,A21_383,NA,実数型,NA
財政1　歳入　国庫支出金,A21_384,NA,実数型,NA
財政1　歳入　都道県支出金,A21_385,NA,実数型,NA
財政1　歳入　地方債,A21_386,NA,実数型,NA
財政1　歳入　その他,A21_387,NA,実数型,NA
財政1　歳入　計,A21_388,NA,実数型,NA
財政2　歳出　議会費,A21_389,NA,実数型,NA
財政2　歳出　総務費,A21_390,NA,実数型,NA
財政2　歳出　民生費,A21_391,NA,実数型,NA
財政2　歳出　衛生費,A21_392,NA,実数型,NA
財政2　歳出　労働費,A21_393,NA,実数型,NA
財政2　歳出　農林水産費,A21_394,NA,実数型,NA
財政2　歳出　商工費,A21_395,NA,実数型,NA
財政2　歳出　土木費,A21_396,NA,実数型,NA
財政2　歳出　消防費,A21_397,NA,実数型,NA
財政2　歳出　教育費,A21_398,NA,実数型,NA
財政2　歳出　災害復旧費,A21_399,NA,実数型,NA
財政2　歳出　公債費,A21_400,NA,実数型,NA
財政2　歳出　諸支出金,A21_401,NA,実数型,NA
財政2　歳出　計,A21_402,NA,実数型,NA
調査年度,A21_403,NA,時間型,NA
就業者数　就業者総数　,A21_404,NA,整数型,NA
就業者数　第1次　農業,A21_405,NA,整数型,NA
就業者数　第1次　農業、林業,A21_406,NA,整数型,NA
就業者数　第1次　農業、林業（うち農業）,A21_407,NA,整数型,NA
就業者数　第1次　林業,A21_408,NA,整数型,NA
就業者数　第1次　漁業,A21_409,NA,整数型,NA
就業者数　第1次　小計,A21_410,NA,整数型,NA
就業者数　第2次　鉱業,A21_411,NA,整数型,NA
就業者数　第2次　鉱業，採石業，砂利採取業,A21_412,NA,整数型,NA
就業者数　第2次　建設業,A21_413,NA,整数型,NA
就業者数　第2次　製造業,A21_414,NA,整数型,NA
就業者数　第2次　小計,A21_415,NA,整数型,NA
就業者数　第3次　電気・ガス・熱供給・水道業,A21_416,NA,整数型,NA
就業者数　第3次　運輸・通信業,A21_417,NA,整数型,NA
就業者数　第3次　情報・通信業,A21_418,NA,整数型,NA
就業者数　第3次　運輸業,A21_419,NA,整数型,NA
就業者数　第3次　運輸業、郵便業,A21_420,NA,整数型,NA
就業者数　第3次　卸売・小売業・飲食業,A21_421,NA,整数型,NA
就業者数　第3次　卸売・小売業,A21_422,NA,整数型,NA
就業者数　第3次　金融・保険業,A21_423,NA,整数型,NA
就業者数　第3次　不動産業,A21_424,NA,整数型,NA
就業者数　第3次　不動産業、物品賃貸業,A21_425,NA,整数型,NA
就業者数　第3次　学術研究，専門・技術サービス業,A21_426,NA,整数型,NA
就業者数　第3次　飲食店・宿泊業,A21_427,NA,整数型,NA
就業者数　第3次　宿泊業，飲食サービス業　,A21_428,NA,整数型,NA
就業者数　第3次　生活関連サービス業，娯楽業,A21_429,NA,整数型,NA
就業者数　第3次　医療･福祉,A21_430,NA,整数型,NA
就業者数　第3次　教育・学習支援業,A21_431,NA,整数型,NA
就業者数　第3次　複合サービス事業,A21_432,NA,整数型,NA
就業者数　第3次　サービス業,A21_433,NA,整数型,NA
就業者数　第3次　公務,A21_434,NA,整数型,NA
就業者数　第3次　小計,A21_435,NA,整数型,NA
就業者数　分類不能　,A21_436,NA,整数型,NA
就業者数　備考　,A21_437,NA,文字列型,NA
事業所数　総数　,A21_438,NA,整数型,NA
事業所数　第1次　農業,A21_439,NA,整数型,NA
事業所数　第1次　林業,A21_440,NA,整数型,NA
事業所数　第1次　漁業,A21_441,NA,整数型,NA
事業所数　第1次　小計,A21_442,NA,整数型,NA
事業所数　第2次　鉱業,A21_443,NA,整数型,NA
事業所数　第2次　建設業,A21_444,NA,整数型,NA
事業所数　第2次　製造業,A21_445,NA,整数型,NA
事業所数　第2次　小計,A21_446,NA,整数型,NA
事業所数　第3次　電気・ガス・熱供給・水道業,A21_447,NA,整数型,NA
事業所数　第3次　運輸・通信業,A21_448,NA,整数型,NA
