name,code,description,type,codelist
女　生産年齢人口　55-59,A22_048,NA,整数型,NA
女　生産年齢人口　60-64,A22_049,NA,整数型,NA
女　生産年齢人口　小計,A22_050,NA,整数型,NA
女　老年人口　65-69,A22_051,NA,整数型,NA
女　老年人口　70-74,A22_052,NA,整数型,NA
女　老年人口　75-79,A22_053,NA,整数型,NA
女　老年人口　80-84,A22_054,NA,整数型,NA
女　老年人口　85歳以上,A22_055,NA,整数型,NA
女　老年人口　小計,A22_056,NA,整数型,NA
女　不詳　,A22_057,NA,整数型,NA
男女計　国勢調査人口総数　,A22_058,NA,整数型,NA
男女計　年少人口　0-4,A22_059,NA,整数型,NA
男女計　年少人口　5-9,A22_060,NA,整数型,NA
男女計　年少人口　10-14,A22_061,NA,整数型,NA
男女計　年少人口　小計,A22_062,NA,整数型,NA
男女計　生産年齢人口　15-19,A22_063,NA,整数型,NA
男女計　生産年齢人口　20-24,A22_064,NA,整数型,NA
男女計　生産年齢人口　25-29,A22_065,NA,整数型,NA
男女計　生産年齢人口　30-34,A22_066,NA,整数型,NA
男女計　生産年齢人口　35-39,A22_067,NA,整数型,NA
男女計　生産年齢人口　40-44,A22_068,NA,整数型,NA
男女計　生産年齢人口　45-49,A22_069,NA,整数型,NA
男女計　生産年齢人口　50-54,A22_070,NA,整数型,NA
男女計　生産年齢人口　55-59,A22_071,NA,整数型,NA
男女計　生産年齢人口　60-64,A22_072,NA,整数型,NA
男女計　生産年齢人口　小計,A22_073,NA,整数型,NA
男女計　老年人口　65-69,A22_074,NA,整数型,NA
男女計　老年人口　70-74,A22_075,NA,整数型,NA
男女計　老年人口　75-79,A22_076,NA,整数型,NA
男女計　老年人口　80-84,A22_077,NA,整数型,NA
男女計　老年人口　85歳以上,A22_078,NA,整数型,NA
男女計　老年人口　小計,A22_079,NA,整数型,NA
男女計　不詳　,A22_080,NA,整数型,NA
就業者数　就業者総数　,A22_081,NA,整数型,NA
就業者数　第1次　農業,A22_082,NA,整数型,NA
就業者数　第1次　農業、林業,A22_083,NA,整数型,NA
就業者数　第1次　農業、林業（うち農業）,A22_084,NA,整数型,NA
就業者数　第1次　林業,A22_085,NA,整数型,NA
就業者数　第1次　漁業,A22_086,NA,整数型,NA
就業者数　第1次　小計,A22_087,NA,整数型,NA
就業者数　第2次　鉱業,A22_088,NA,整数型,NA
就業者数　第2次　鉱業，採石業，砂利採取業,A22_089,NA,整数型,NA
就業者数　第2次　建設業,A22_090,NA,整数型,NA
就業者数　第2次　製造業,A22_091,NA,整数型,NA
就業者数　第2次　小計,A22_092,NA,整数型,NA
就業者数　第3次　電気・ガス・熱供給・水道業,A22_093,NA,整数型,NA
就業者数　第3次　運輸・通信業,A22_094,NA,整数型,NA
就業者数　第3次　情報・通信業,A22_095,NA,整数型,NA
就業者数　第3次　運輸業,A22_096,NA,整数型,NA
就業者数　第3次　運輸業、郵便業,A22_097,NA,整数型,NA
就業者数　第3次　卸売・小売業・飲食店,A22_098,NA,整数型,NA
就業者数　第3次　卸売・小売業,A22_099,NA,整数型,NA
就業者数　第3次　金融・保険業,A22_100,NA,整数型,NA
就業者数　第3次　不動産業,A22_101,NA,整数型,NA
就業者数　第3次　不動産業、物品賃貸業,A22_102,NA,整数型,NA
就業者数　第3次　学術研究，専門・技術サービス業,A22_103,NA,整数型,NA
就業者数　第3次　飲食店・宿泊業,A22_104,NA,整数型,NA
就業者数　第3次　宿泊業，飲食サービス業　,A22_105,NA,整数型,NA
就業者数　第3次　生活関連サービス業，娯楽業,A22_106,NA,整数型,NA
就業者数　第3次　医療･福祉,A22_107,NA,整数型,NA
就業者数　第3次　教育・学習支援業,A22_108,NA,整数型,NA
就業者数　第3次　複合サービス事業,A22_109,NA,整数型,NA
就業者数　第3次　サービス業,A22_110,NA,整数型,NA
就業者数　第3次　公務,A22_111,NA,整数型,NA
就業者数　第3次　小計,A22_112,NA,整数型,NA
就業者数　分類不能　,A22_113,NA,整数型,NA
調査年度,A22_114,NA,時間型,NA
事業所　全産業,A22_115,NA,整数型,NA
事業所　全産業（S公務を除く）,A22_116,NA,整数型,NA
事業所　農林漁業,A22_117,NA,整数型,NA
事業所　非農林漁業1,A22_118,NA,整数型,NA
事業所　非農林漁業2,A22_119,NA,整数型,NA
事業所　鉱業,A22_120,NA,整数型,NA
事業所　鉱業、採石業、砂利採取業,A22_121,NA,整数型,NA
事業所　建設業,A22_122,NA,整数型,NA
事業所　製造業,A22_123,NA,整数型,NA
事業所　電気・ガス・熱供給・水道業,A22_124,NA,整数型,NA
事業所　運輸・通信業,A22_125,NA,整数型,NA
事業所　情報・通信業,A22_126,NA,整数型,NA
事業所　運輸業,A22_127,NA,整数型,NA
事業所　運輸業、郵便業,A22_128,NA,整数型,NA
事業所　卸売・小売業・飲食業,A22_129,NA,整数型,NA
事業所　卸売・小売業,A22_130,NA,整数型,NA
事業所　金融・保険業,A22_131,NA,整数型,NA
事業所　不動産業,A22_132,NA,整数型,NA
事業所　 不動産業、物品賃貸業,A22_133,NA,整数型,NA
事業所　学術研究、専門・技術サービス業,A22_134,NA,整数型,NA
事業所　飲食店・宿泊業,A22_135,NA,整数型,NA
事業所　宿泊業、飲食サービス業,A22_136,NA,整数型,NA
事業所　生活関連サービス業、娯楽業,A22_137,NA,整数型,NA
事業所　医療･福祉,A22_138,NA,整数型,NA
事業所　教育・学習支援業,A22_139,NA,整数型,NA
事業所　複合サービス事業,A22_140,NA,整数型,NA
事業所　サービス業,A22_141,NA,整数型,NA
事業所　公務,A22_142,NA,整数型,NA
事業所　1～4人,A22_143,NA,整数型,NA
事業所　5～9人,A22_144,NA,整数型,NA
事業所　10～19人,A22_145,NA,整数型,NA
事業所　20～29人,A22_146,NA,整数型,NA
事業所　30人以上,A22_147,NA,整数型,NA
事業所　派遣・下請従業者のみ,A22_148,NA,整数型,NA
事業所　経営組織別事業所数（民営事業所）,A22_149,NA,整数型,NA
事業所　事業所の形態別事業所数（民営事業所）,A22_150,NA,整数型,NA
事業所　うち個人,A22_151,NA,整数型,NA
事業所　うち法人,A22_152,NA,整数型,NA
事業所　うち会社,A22_153,NA,整数型,NA
事業所　店舗・飲食店,A22_154,NA,整数型,NA
事業所　事務所・営業所,A22_155,NA,整数型,NA
事業所　工場・作業所・鉱業所,A22_156,NA,整数型,NA
事業所　輸送センター・配送センター・これらの倉庫,A22_157,NA,整数型,NA
事業所　自家用倉庫・自家用油槽所,A22_158,NA,整数型,NA
事業所　外見上一般の住居と区別しにくい事業所,A22_159,NA,整数型,NA
事業所　その他（学校・病院・寺社・旅館・浴場など）,A22_160,NA,整数型,NA
