name,code,description,type,codelist
男女計　生産年齢人口　30-34,A19_094,NA,整数型,NA
男女計　生産年齢人口　35-39,A19_095,NA,整数型,NA
男女計　生産年齢人口　40-44,A19_096,NA,整数型,NA
男女計　生産年齢人口　45-49,A19_097,NA,整数型,NA
男女計　生産年齢人口　50-54,A19_098,NA,整数型,NA
男女計　生産年齢人口　55-59,A19_099,NA,整数型,NA
男女計　生産年齢人口　60-64,A19_100,NA,整数型,NA
男女計　生産年齢人口　小計,A19_101,NA,整数型,NA
男女計　老年人口　65-69,A19_102,NA,整数型,NA
男女計　老年人口　70-74,A19_103,NA,整数型,NA
男女計　老年人口　75-79,A19_104,NA,整数型,NA
男女計　老年人口　80-84,A19_105,NA,整数型,NA
男女計　老年人口　85歳以上,A19_106,NA,整数型,NA
男女計　老年人口　小計,A19_107,NA,整数型,NA
男女計　不詳　,A19_108,NA,整数型,NA
男女計　生産年齢人口指数　,A19_109,NA,実数型,NA
男女計　老齢化率　,A19_110,NA,実数型,NA
年齢別･男女別人口　備考,A19_111,NA,文字列型,NA
調査年度,A19_112,NA,時間型,NA
土地利用　総面積　,A19_113,NA,整数型,NA
土地利用　農用地　農用地合計,A19_114,NA,整数型,NA
土地利用　農用地　農地,A19_115,NA,整数型,NA
土地利用　農用地　採草放牧地,A19_116,NA,整数型,NA
土地利用　森林　,A19_117,NA,整数型,NA
土地利用　原野　,A19_118,NA,整数型,NA
土地利用　水面・河川・水路　,A19_119,NA,整数型,NA
土地利用　道路　,A19_120,NA,整数型,NA
土地利用　宅地　,A19_121,NA,整数型,NA
土地利用　その他　,A19_122,NA,整数型,NA
土地利用　備考　,A19_123,NA,文字列型,NA
学校　保　保育所数　本所,A19_124,NA,整数型,NA
学校　保　保育所数　分所,A19_125,NA,整数型,NA
学校　保　乳幼児数　在所,A19_126,NA,整数型,NA
学校　保　乳幼児数　通所,A19_127,NA,整数型,NA
学校　幼　幼稚園数　本園,A19_128,NA,整数型,NA
学校　幼　幼稚園数　分園,A19_129,NA,整数型,NA
学校　幼　園児数　在園,A19_130,NA,整数型,NA
学校　幼　園児数　通園,A19_131,NA,整数型,NA
学校　小　学校数　本校,A19_132,NA,整数型,NA
学校　小　学校数　分校,A19_133,NA,整数型,NA
学校　小　教（職）員数　教員数,A19_134,NA,整数型,NA
学校　小　教（職）員数　職員数,A19_135,NA,整数型,NA
学校　小　学級数,A19_136,NA,整数型,NA
学校　小　児童数　在校,A19_137,NA,整数型,NA
学校　小　児童数　通学,A19_138,NA,整数型,NA
学校　中　学校数　本校,A19_139,NA,整数型,NA
学校　中　学校数　分校,A19_140,NA,整数型,NA
学校　中　教（職）員数　教員数,A19_141,NA,整数型,NA
学校　中　教（職）員数　職員数,A19_142,NA,整数型,NA
学校　中　学級数,A19_143,NA,整数型,NA
学校　中　生徒数　在校,A19_144,NA,整数型,NA
学校　中　生徒数　通学,A19_145,NA,整数型,NA
学校　高　学校数　本校,A19_146,NA,整数型,NA
学校　高　学校数　分校,A19_147,NA,整数型,NA
学校　高　教（職）員数　教員数,A19_148,NA,整数型,NA
学校　高　教（職）員数　職員数,A19_149,NA,整数型,NA
学校　高　学級数,A19_150,NA,整数型,NA
学校　高　生徒数　在校,A19_151,NA,整数型,NA
学校　高　生徒数　通学,A19_152,NA,整数型,NA
学校　備考,A19_153,NA,文字列型,NA
卒業者状況　中　卒業生数　　,A19_154,NA,整数型,NA
卒業者状況　中　就職　総数　,A19_155,NA,整数型,NA
卒業者状況　中　就職　島内　計,A19_156,NA,整数型,NA
卒業者状況　中　就職　島内　農林業,A19_157,NA,整数型,NA
卒業者状況　中　就職　島内　水産業,A19_158,NA,整数型,NA
卒業者状況　中　就職　島内　2次産業,A19_159,NA,整数型,NA
卒業者状況　中　就職　島内　3次産業,A19_160,NA,整数型,NA
卒業者状況　中　就職　島外　計,A19_161,NA,整数型,NA
卒業者状況　中　就職　島外　1次産業,A19_162,NA,整数型,NA
卒業者状況　中　就職　島外　2次産業,A19_163,NA,整数型,NA
卒業者状況　中　就職　島外　3次産業,A19_164,NA,整数型,NA
卒業者状況　中　進学　総数　,A19_165,NA,整数型,NA
卒業者状況　中　進学　島内　,A19_166,NA,整数型,NA
卒業者状況　中　進学　島外　,A19_167,NA,整数型,NA
卒業者状況　中　進学　進学率　,A19_168,NA,実数型,NA
卒業者状況　中　未就職・その他　島内　,A19_169,NA,整数型,NA
卒業者状況　中　未就職・その他　島外　,A19_170,NA,整数型,NA
卒業者状況　高　卒業生数　　,A19_171,NA,整数型,NA
卒業者状況　高　就職　総数　,A19_172,NA,整数型,NA
卒業者状況　高　就職　島内　計,A19_173,NA,整数型,NA
卒業者状況　高　就職　島内　農林業,A19_174,NA,整数型,NA
卒業者状況　高　就職　島内　水産業,A19_175,NA,整数型,NA
卒業者状況　高　就職　島内　2次産業,A19_176,NA,整数型,NA
卒業者状況　高　就職　島内　3次産業,A19_177,NA,整数型,NA
卒業者状況　高　就職　島外　計,A19_178,NA,整数型,NA
卒業者状況　高　就職　島外　1次産業,A19_179,NA,整数型,NA
卒業者状況　高　就職　島外　2次産業,A19_180,NA,整数型,NA
卒業者状況　高　就職　島外　3次産業,A19_181,NA,整数型,NA
卒業者状況　高　進学　総数　,A19_182,NA,整数型,NA
卒業者状況　高　進学　島内　,A19_183,NA,整数型,NA
卒業者状況　高　進学　島外　,A19_184,NA,整数型,NA
卒業者状況　高　進学　進学率　,A19_185,NA,実数型,NA
卒業者状況　高　未就職・その他　島内　,A19_186,NA,整数型,NA
卒業者状況　高　未就職・その他　島外　,A19_187,NA,整数型,NA
公園等　国調人口　　　,A19_188,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　都市計画公園　カ所数,A19_189,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　都市計画公園　面積,A19_190,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　特定地区公園　カ所数,A19_191,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　特定地区公園　面積,A19_192,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　計　カ所数,A19_193,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　計　面積,A19_194,NA,整数型,NA
公園等　離島振興関係一括事業　港湾環境整備緑地　カ所数　,A19_195,NA,整数型,NA
公園等　離島振興関係一括事業　港湾環境整備緑地　面積　,A19_196,NA,整数型,NA
公園等　離島振興関係一括事業　漁港漁村環境整備　カ所数　,A19_197,NA,整数型,NA
公園等　離島振興関係一括事業　漁港漁村環境整備　面積　,A19_198,NA,整数型,NA
公園等　離島振興関係一括事業　海岸環境整備　カ所数　,A19_199,NA,整数型,NA
公園等　離島振興関係一括事業　海岸環境整備　面積　,A19_200,NA,整数型,NA
公園等　離島振興関係一括事業　農業集落環境整備　カ所数　,A19_201,NA,整数型,NA
公園等　離島振興関係一括事業　農業集落環境整備　面積　,A19_202,NA,整数型,NA
公園等　離島振興関係一括事業　コミュニティ・アイランド　カ所数　,A19_203,NA,整数型,NA
公園等　離島振興関係一括事業　コミュニティ・アイランド　面積　,A19_204,NA,整数型,NA
公園等　離島振興関係一括事業　自然公園施設設備（園地等）　カ所数　,A19_205,NA,整数型,NA
公園等　離島振興関係一括事業　自然公園施設設備（園地等）　面積　,A19_206,NA,整数型,NA
公園等　離島振興関係一括事業　その他　カ所数　,A19_207,NA,整数型,NA
公園等　離島振興関係一括事業　その他　面積　,A19_208,NA,整数型,NA
公園等　離島振興関係一括事業　小計　カ所数　,A19_209,NA,整数型,NA
公園等　離島振興関係一括事業　小計　面積　,A19_210,NA,整数型,NA
公園等　地方公共団体単独事業　カ所数　　,A19_211,NA,整数型,NA
公園等　地方公共団体単独事業　面積　　,A19_212,NA,整数型,NA
公園等　合計　カ所数　　,A19_213,NA,整数型,NA
公園等　合計　面積　　,A19_214,NA,整数型,NA
公園等　一人当たり公園・緑地面積　　　,A19_215,NA,実数型,NA
道路　国道　総延長,A19_216,NA,実数型,NA
道路　国道　重用延長,A19_217,NA,実数型,NA
道路　国道　未供用延長,A19_218,NA,実数型,NA
道路　国道　実延長,A19_219,NA,実数型,NA
道路　国道　実延長　規格改良済延長,A19_220,NA,実数型,NA
道路　国道　実延長　規格改良済延長　内車道幅員55m以上,A19_221,NA,実数型,NA
道路　国道　実延長　未改良延長,A19_222,NA,実数型,NA
道路　国道　実延長　未改良延長　内自動車交通不能,A19_223,NA,実数型,NA
道路　国道　実延長　舗装済延長,A19_224,NA,実数型,NA
道路　国道　実延長　舗装済延長　内本舗装延長,A19_225,NA,実数型,NA
道路　国道　実延長　未舗装延長,A19_226,NA,実数型,NA
道路　国道　歩道設置道路実延長,A19_227,NA,実数型,NA
道路　国道　道路面積　車道面積,A19_228,NA,実数型,NA
道路　国道　道路面積　道路部面積,A19_229,NA,実数型,NA
道路　国道　道路面積　道路敷面積,A19_230,NA,実数型,NA
道路　主要地方道　総延長,A19_231,NA,実数型,NA
道路　主要地方道　重用延長,A19_232,NA,実数型,NA
道路　主要地方道　未供用延長,A19_233,NA,実数型,NA
道路　主要地方道　実延長,A19_234,NA,実数型,NA
道路　主要地方道　実延長　規格改良済延長,A19_235,NA,実数型,NA
道路　主要地方道　実延長　規格改良済延長　内車道幅員55m以上,A19_236,NA,実数型,NA
道路　主要地方道　実延長　未改良延長,A19_237,NA,実数型,NA
道路　主要地方道　実延長　未改良延長　内自動車交通不能,A19_238,NA,実数型,NA
道路　主要地方道　実延長　舗装済延長,A19_239,NA,実数型,NA
道路　主要地方道　実延長　舗装済延長　内本舗装延長,A19_240,NA,実数型,NA
道路　主要地方道　実延長　未舗装延長,A19_241,NA,実数型,NA
道路　主要地方道　歩道設置道路実延長,A19_242,NA,実数型,NA
道路　主要地方道　道路面積　車道面積,A19_243,NA,実数型,NA
道路　主要地方道　道路面積　道路部面積,A19_244,NA,実数型,NA
道路　主要地方道　道路面積　道路敷面積,A19_245,NA,実数型,NA
道路　都道県道　総延長,A19_246,NA,実数型,NA
道路　都道県道　重用延長,A19_247,NA,実数型,NA
道路　都道県道　未供用延長,A19_248,NA,実数型,NA
道路　都道県道　実延長,A19_249,NA,実数型,NA
道路　都道県道　実延長　規格改良済延長,A19_250,NA,実数型,NA
道路　都道県道　実延長　規格改良済延長　内車道幅員55m以上,A19_251,NA,実数型,NA
道路　都道県道　実延長　未改良延長,A19_252,NA,実数型,NA
道路　都道県道　実延長　未改良延長　内自動車交通不能,A19_253,NA,実数型,NA
道路　都道県道　実延長　舗装済延長,A19_254,NA,実数型,NA
道路　都道県道　実延長　舗装済延長　内本舗装延長,A19_255,NA,実数型,NA
道路　都道県道　実延長　未舗装延長,A19_256,NA,実数型,NA
道路　都道県道　歩道設置道路実延長,A19_257,NA,実数型,NA
道路　都道県道　道路面積　車道面積,A19_258,NA,実数型,NA
道路　都道県道　道路面積　道路部面積,A19_259,NA,実数型,NA
道路　都道県道　道路面積　道路敷面積,A19_260,NA,実数型,NA
道路　市町村道　総延長,A19_261,NA,実数型,NA
道路　市町村道　重用延長,A19_262,NA,実数型,NA
道路　市町村道　未供用延長,A19_263,NA,実数型,NA
道路　市町村道　実延長,A19_264,NA,実数型,NA
道路　市町村道　実延長　規格改良済延長,A19_265,NA,実数型,NA
道路　市町村道　実延長　規格改良済延長　内車道幅員55m以上,A19_266,NA,実数型,NA
道路　市町村道　実延長　未改良延長,A19_267,NA,実数型,NA
道路　市町村道　実延長　未改良延長　内自動車交通不能,A19_268,NA,実数型,NA
道路　市町村道　実延長　舗装済延長,A19_269,NA,実数型,NA
道路　市町村道　実延長　舗装済延長　内本舗装延長,A19_270,NA,実数型,NA
道路　市町村道　実延長　未舗装延長,A19_271,NA,実数型,NA
道路　市町村道　歩道設置道路実延長,A19_272,NA,実数型,NA
道路　市町村道　道路面積　車道面積,A19_273,NA,実数型,NA
道路　市町村道　道路面積　道路部面積,A19_274,NA,実数型,NA
道路　市町村道　道路面積　道路敷面積,A19_275,NA,実数型,NA
道路　備考,A19_276,NA,文字列型,NA
調査年度,A19_277,NA,時間型,NA
車輌保有台数　保有車両合計,A19_278,NA,整数型,NA
車輌保有台数　登録車両　小計,A19_279,NA,整数型,NA
車輌保有台数　登録車両　トラック　計,A19_280,NA,整数型,NA
車輌保有台数　登録車両　トラック　普通車,A19_281,NA,整数型,NA
車輌保有台数　登録車両　トラック　小型車,A19_282,NA,整数型,NA
車輌保有台数　登録車両　トラック　トレーラー,A19_283,NA,整数型,NA
車輌保有台数　登録車両　バス　,A19_284,NA,整数型,NA
車輌保有台数　登録車両　乗用車　計,A19_285,NA,整数型,NA
車輌保有台数　登録車両　乗用車　普通車,A19_286,NA,整数型,NA
車輌保有台数　登録車両　乗用車　小型車,A19_287,NA,整数型,NA
車輌保有台数　登録車両　特種用途車　,A19_288,NA,整数型,NA
車輌保有台数　登録車両　大型特殊車　,A19_289,NA,整数型,NA
車輌保有台数　軽自動車,A19_290,NA,整数型,NA
車輌保有台数　二輪車,A19_291,NA,整数型,NA
車輌保有台数　原動機付自転車,A19_292,NA,整数型,NA
車輌保有台数　小型特殊車,A19_293,NA,整数型,NA
車輌保有台数　備考,A19_294,NA,文字列型,NA
医療　住民登録人口,A19_295,NA,整数型,NA
医療　施設　総数,A19_296,NA,整数型,NA
医療　施設　病院,A19_297,NA,整数型,NA
医療　施設　診療所,A19_298,NA,整数型,NA
医療　施設　診療所　有床診療所,A19_299,NA,整数型,NA
医療　施設　歯科診療所,A19_300,NA,整数型,NA
医療　施設　一般診療所の歯科診療科目,A19_301,NA,整数型,NA
医療　施設　開設者別　国,A19_302,NA,整数型,NA
医療　施設　開設者別　都道県,A19_303,NA,整数型,NA
医療　施設　開設者別　市町村,A19_304,NA,整数型,NA
医療　施設　開設者別　個人,A19_305,NA,整数型,NA
医療　施設　開設者別　その他,A19_306,NA,整数型,NA
医療　病床数,A19_307,NA,整数型,NA
医療　従事者　医師　常勤,A19_308,NA,整数型,NA
医療　従事者　医師　非常勤,A19_309,NA,整数型,NA
医療　従事者　歯科医師　常勤,A19_310,NA,整数型,NA
医療　従事者　歯科医師　非常勤,A19_311,NA,整数型,NA
医療　従事者　保健師　医療施設勤務,A19_312,NA,整数型,NA
医療　従事者　保健師　医療施設外勤務,A19_313,NA,整数型,NA
医療　従事者　助産師　医療施設勤務,A19_314,NA,整数型,NA
医療　従事者　助産師　医療施設外勤務,A19_315,NA,整数型,NA
医療　従事者　看護師　医療施設勤務,A19_316,NA,整数型,NA
医療　従事者　看護師　医療施設外勤務,A19_317,NA,整数型,NA
医療　従事者　歯科衛生士　医療施設勤務,A19_318,NA,整数型,NA
医療　従事者　歯科衛生士　医療施設外勤務,A19_319,NA,整数型,NA
医療　搬送設備等　巡回診療車,A19_320,NA,整数型,NA
医療　搬送設備等　巡回診療船,A19_321,NA,整数型,NA
医療　搬送設備等　患者輸送車,A19_322,NA,整数型,NA
医療　搬送設備等　患者輸送船,A19_323,NA,整数型,NA
医療　備考,A19_324,NA,文字列型,NA
水道　住民登録人口,A19_325,NA,整数型,NA
水道　利用人口　上水道,A19_326,NA,整数型,NA
水道　利用人口　専用水道,A19_327,NA,整数型,NA
水道　利用人口　簡易水道,A19_328,NA,整数型,NA
水道　利用人口　計,A19_329,NA,整数型,NA
水道　普及率,A19_330,NA,実数型,NA
水道　その他飲料水利用人口　井戸,A19_331,NA,整数型,NA
水道　その他飲料水利用人口　流湧水,A19_332,NA,整数型,NA
水道　その他飲料水利用人口　天水,A19_333,NA,整数型,NA
水道　その他飲料水利用人口　計,A19_334,NA,整数型,NA
水道　備考,A19_335,NA,文字列型,NA
し尿処理状況　住民登録人口,A19_336,NA,整数型,NA
し尿処理状況　計画処理区域内人口　水洗化人口,A19_337,NA,整数型,NA
し尿処理状況　計画処理区域内人口　非水洗化人口　収集人口,A19_338,NA,整数型,NA
し尿処理状況　計画処理区域内人口　非水洗化人口　自家処理人口,A19_339,NA,整数型,NA
し尿処理状況　計画処理区域内人口　計,A19_340,NA,整数型,NA
し尿処理状況　計画処理区域内人口　計画収集率,A19_341,NA,実数型,NA
し尿処理状況　区域内人口比率,A19_342,NA,実数型,NA
し尿処理状況　収集し尿処理内訳　施設処理,A19_343,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　埋立て,A19_344,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　海洋投入,A19_345,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　その他,A19_346,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　計,A19_347,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　施設処理率,A19_348,NA,実数型,NA
し尿処理状況　備考,A19_349,NA,文字列型,NA
ごみ処理状況　住民登録人口,A19_350,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計画収集人口,A19_351,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　自家処理人口,A19_352,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計,A19_353,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計画収集率,A19_354,NA,実数型,NA
ごみ処理状況　区域内人口比率,A19_355,NA,実数型,NA
ごみ処理状況　収集ごみ処理内訳　施設処理,A19_356,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　埋立て,A19_357,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　その他,A19_358,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　計,A19_359,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　施設処理率,A19_360,NA,実数型,NA
ごみ処理状況　備考,A19_361,NA,文字列型,NA
汚水処理状況　住民登録人口,A19_362,NA,整数型,NA
汚水処理状況　計画処理区域内人口　公共・流域下水道,A19_363,NA,整数型,NA
汚水処理状況　計画処理区域内人口　農業集落排水,A19_364,NA,整数型,NA
汚水処理状況　計画処理区域内人口　漁業集落環境整備,A19_365,NA,整数型,NA
汚水処理状況　計画処理区域内人口　コミュニティ・プラント,A19_366,NA,整数型,NA
汚水処理状況　計画処理区域内人口　合併処理浄化槽,A19_367,NA,整数型,NA
汚水処理状況　計画処理区域内人口　その他,A19_368,NA,整数型,NA
汚水処理状況　計画処理区域内人口　計,A19_369,NA,整数型,NA
汚水処理状況　区域内人口比率,A19_370,NA,実数型,NA
汚水処理状況　処理人口　公共・流域下水道,A19_371,NA,整数型,NA
汚水処理状況　処理人口　農業集落排水,A19_372,NA,整数型,NA
汚水処理状況　処理人口　漁業集落環境整備,A19_373,NA,整数型,NA
汚水処理状況　処理人口　コミュニティ・プラント,A19_374,NA,整数型,NA
汚水処理状況　処理人口　合併処理浄化槽,A19_375,NA,整数型,NA
汚水処理状況　処理人口　その他,A19_376,NA,整数型,NA
汚水処理状況　処理人口　計,A19_377,NA,整数型,NA
汚水処理状況　処理人口普及率,A19_378,NA,実数型,NA
汚水処理状況　備考,A19_379,NA,文字列型,NA
財政1　決算　基準財政需要額,A19_380,NA,実数型,NA
財政1　決算　基準財政収入額,A19_381,NA,実数型,NA
財政1　決算　財政力指数,A19_382,NA,実数型,NA
財政1　現在　積立金現在高,A19_383,NA,実数型,NA
財政1　現在　地方債現在高,A19_384,NA,実数型,NA
財政1　歳入　地方税収入,A19_385,NA,実数型,NA
財政1　歳入　地方交付税,A19_386,NA,実数型,NA
財政1　歳入　国庫支出金,A19_387,NA,実数型,NA
財政1　歳入　都道県支出金,A19_388,NA,実数型,NA
財政1　歳入　地方債,A19_389,NA,実数型,NA
財政1　歳入　その他,A19_390,NA,実数型,NA
財政1　歳入　計,A19_391,NA,実数型,NA
財政2　歳出　議会費,A19_392,NA,実数型,NA
財政2　歳出　総務費,A19_393,NA,実数型,NA
財政2　歳出　民生費,A19_394,NA,実数型,NA
財政2　歳出　衛生費,A19_395,NA,実数型,NA
財政2　歳出　労働費,A19_396,NA,実数型,NA
財政2　歳出　農林水産費,A19_397,NA,実数型,NA
財政2　歳出　商工費,A19_398,NA,実数型,NA
財政2　歳出　土木費,A19_399,NA,実数型,NA
財政2　歳出　消防費,A19_400,NA,実数型,NA
財政2　歳出　教育費,A19_401,NA,実数型,NA
財政2　歳出　災害復旧費,A19_402,NA,実数型,NA
財政2　歳出　公債費,A19_403,NA,実数型,NA
財政2　歳出　諸支出金,A19_404,NA,実数型,NA
財政2　歳出　計,A19_405,NA,実数型,NA
調査年度,A19_406,NA,時間型,NA
就業者数　就業者総数　,A19_407,NA,整数型,NA
就業者数　第1次　農業,A19_408,NA,整数型,NA
就業者数　第1次　農業、林業,A19_409,NA,整数型,NA
就業者数　第1次　農業、林業（うち農業）,A19_410,NA,整数型,NA
就業者数　第1次　林業,A19_411,NA,整数型,NA
就業者数　第1次　漁業,A19_412,NA,整数型,NA
就業者数　第1次　小計,A19_413,NA,整数型,NA
就業者数　第2次　鉱業,A19_414,NA,整数型,NA
就業者数　第2次　鉱業，採石業，砂利採取業,A19_415,NA,整数型,NA
就業者数　第2次　建設業,A19_416,NA,整数型,NA
就業者数　第2次　製造業,A19_417,NA,整数型,NA
就業者数　第2次　小計,A19_418,NA,整数型,NA
就業者数　第3次　電気・ガス・熱供給・水道業,A19_419,NA,整数型,NA
就業者数　第3次　運輸・通信業,A19_420,NA,整数型,NA
就業者数　第3次　情報・通信業,A19_421,NA,整数型,NA
就業者数　第3次　運輸業,A19_422,NA,整数型,NA
就業者数　第3次　運輸業、郵便業,A19_423,NA,整数型,NA
就業者数　第3次　卸売・小売業・飲食業,A19_424,NA,整数型,NA
就業者数　第3次　卸売・小売業,A19_425,NA,整数型,NA
就業者数　第3次　金融・保険業,A19_426,NA,整数型,NA
就業者数　第3次　不動産業,A19_427,NA,整数型,NA
就業者数　第3次　不動産業、物品賃貸業,A19_428,NA,整数型,NA
就業者数　第3次　学術研究，専門・技術サービス業,A19_429,NA,整数型,NA
就業者数　第3次　飲食店・宿泊業,A19_430,NA,整数型,NA
就業者数　第3次　宿泊業，飲食サービス業　,A19_431,NA,整数型,NA
就業者数　第3次　生活関連サービス業，娯楽業,A19_432,NA,整数型,NA
就業者数　第3次　医療･福祉,A19_433,NA,整数型,NA
就業者数　第3次　教育・学習支援業,A19_434,NA,整数型,NA
就業者数　第3次　複合サービス事業,A19_435,NA,整数型,NA
就業者数　第3次　サービス業,A19_436,NA,整数型,NA
就業者数　第3次　公務,A19_437,NA,整数型,NA
就業者数　第3次　小計,A19_438,NA,整数型,NA
就業者数　分類不能　,A19_439,NA,整数型,NA
就業者数　備考　,A19_440,NA,文字列型,NA
事業所数　総数　,A19_441,NA,整数型,NA
事業所数　第1次　農業,A19_442,NA,整数型,NA
事業所数　第1次　林業,A19_443,NA,整数型,NA
事業所数　第1次　漁業,A19_444,NA,整数型,NA
事業所数　第1次　小計,A19_445,NA,整数型,NA
事業所数　第2次　鉱業,A19_446,NA,整数型,NA
事業所数　第2次　建設業,A19_447,NA,整数型,NA
事業所数　第2次　製造業,A19_448,NA,整数型,NA
事業所数　第2次　小計,A19_449,NA,整数型,NA
