name,code,description,type,codelist
男　生産年齢人口　55-59,A20_047,NA,整数型,NA
男　生産年齢人口　60-64,A20_048,NA,整数型,NA
男　生産年齢人口　小計,A20_049,NA,整数型,NA
男　老年人口　65-69,A20_050,NA,整数型,NA
男　老年人口　70-74,A20_051,NA,整数型,NA
男　老年人口　75-79,A20_052,NA,整数型,NA
男　老年人口　80-84,A20_053,NA,整数型,NA
男　老年人口　85歳以上,A20_054,NA,整数型,NA
男　老年人口　小計,A20_055,NA,整数型,NA
男　不詳　,A20_056,NA,整数型,NA
男　生産年齢人口指数　,A20_057,NA,実数型,NA
男　老齢化率　,A20_058,NA,実数型,NA
女　国勢調査人口総数　,A20_059,NA,整数型,NA
女　年少人口　0-4,A20_060,NA,整数型,NA
女　年少人口　5-9,A20_061,NA,整数型,NA
女　年少人口　10-14,A20_062,NA,整数型,NA
女　年少人口　小計,A20_063,NA,整数型,NA
女　生産年齢人口　15-19,A20_064,NA,整数型,NA
女　生産年齢人口　20-24,A20_065,NA,整数型,NA
女　生産年齢人口　25-29,A20_066,NA,整数型,NA
女　生産年齢人口　30-34,A20_067,NA,整数型,NA
女　生産年齢人口　35-39,A20_068,NA,整数型,NA
女　生産年齢人口　40-44,A20_069,NA,整数型,NA
女　生産年齢人口　45-49,A20_070,NA,整数型,NA
女　生産年齢人口　50-54,A20_071,NA,整数型,NA
女　生産年齢人口　55-59,A20_072,NA,整数型,NA
女　生産年齢人口　60-64,A20_073,NA,整数型,NA
女　生産年齢人口　小計,A20_074,NA,整数型,NA
女　老年人口　65-69,A20_075,NA,整数型,NA
女　老年人口　70-74,A20_076,NA,整数型,NA
女　老年人口　75-79,A20_077,NA,整数型,NA
女　老年人口　80-84,A20_078,NA,整数型,NA
女　老年人口　85歳以上,A20_079,NA,整数型,NA
女　老年人口　小計,A20_080,NA,整数型,NA
女　不詳　,A20_081,NA,整数型,NA
女　生産年齢人口指数　,A20_082,NA,実数型,NA
女　老齢化率　,A20_083,NA,実数型,NA
男女計　国勢調査人口総数　,A20_084,NA,整数型,NA
男女計　年少人口　0-4,A20_085,NA,整数型,NA
男女計　年少人口　5-9,A20_086,NA,整数型,NA
男女計　年少人口　10-14,A20_087,NA,整数型,NA
男女計　年少人口　小計,A20_088,NA,整数型,NA
男女計　生産年齢人口　15-19,A20_089,NA,整数型,NA
男女計　生産年齢人口　20-24,A20_090,NA,整数型,NA
男女計　生産年齢人口　25-29,A20_091,NA,整数型,NA
男女計　生産年齢人口　30-34,A20_092,NA,整数型,NA
男女計　生産年齢人口　35-39,A20_093,NA,整数型,NA
男女計　生産年齢人口　40-44,A20_094,NA,整数型,NA
男女計　生産年齢人口　45-49,A20_095,NA,整数型,NA
男女計　生産年齢人口　50-54,A20_096,NA,整数型,NA
男女計　生産年齢人口　55-59,A20_097,NA,整数型,NA
男女計　生産年齢人口　60-64,A20_098,NA,整数型,NA
男女計　生産年齢人口　小計,A20_099,NA,整数型,NA
男女計　老年人口　65-69,A20_100,NA,整数型,NA
男女計　老年人口　70-74,A20_101,NA,整数型,NA
男女計　老年人口　75-79,A20_102,NA,整数型,NA
男女計　老年人口　80-84,A20_103,NA,整数型,NA
男女計　老年人口　85歳以上,A20_104,NA,整数型,NA
男女計　老年人口　小計,A20_105,NA,整数型,NA
男女計　不詳　,A20_106,NA,整数型,NA
男女計　生産年齢人口指数　,A20_107,NA,実数型,NA
男女計　老齢化率　,A20_108,NA,実数型,NA
年齢別･男女別人口　備考,A20_109,NA,文字列型,NA
調査年度,A20_110,NA,時間型,NA
土地利用　総面積　,A20_111,NA,整数型,NA
土地利用　農用地　農用地合計,A20_112,NA,整数型,NA
土地利用　農用地　農地,A20_113,NA,整数型,NA
土地利用　農用地　採草放牧地,A20_114,NA,整数型,NA
土地利用　森林　,A20_115,NA,整数型,NA
土地利用　原野　,A20_116,NA,整数型,NA
土地利用　水面・河川・水路　,A20_117,NA,整数型,NA
土地利用　道路　,A20_118,NA,整数型,NA
土地利用　宅地　,A20_119,NA,整数型,NA
土地利用　その他　,A20_120,NA,整数型,NA
土地利用　備考　,A20_121,NA,文字列型,NA
学校　保　保育所数　本所,A20_122,NA,整数型,NA
学校　保　保育所数　分所,A20_123,NA,整数型,NA
学校　保　乳幼児数　在所,A20_124,NA,整数型,NA
学校　保　乳幼児数　通所,A20_125,NA,整数型,NA
学校　幼　幼稚園数　本園,A20_126,NA,整数型,NA
学校　幼　幼稚園数　分園,A20_127,NA,整数型,NA
学校　幼　園児数　在園,A20_128,NA,整数型,NA
学校　幼　園児数　通園,A20_129,NA,整数型,NA
学校　小　学校数　本校,A20_130,NA,整数型,NA
学校　小　学校数　分校,A20_131,NA,整数型,NA
学校　小　教（職）員数　教員数,A20_132,NA,整数型,NA
学校　小　教（職）員数　職員数,A20_133,NA,整数型,NA
学校　小　学級数,A20_134,NA,整数型,NA
学校　小　児童数　在校,A20_135,NA,整数型,NA
学校　小　児童数　通学,A20_136,NA,整数型,NA
学校　中　学校数　本校,A20_137,NA,整数型,NA
学校　中　学校数　分校,A20_138,NA,整数型,NA
学校　中　教（職）員数　教員数,A20_139,NA,整数型,NA
学校　中　教（職）員数　職員数,A20_140,NA,整数型,NA
学校　中　学級数,A20_141,NA,整数型,NA
学校　中　生徒数　在校,A20_142,NA,整数型,NA
学校　中　生徒数　通学,A20_143,NA,整数型,NA
学校　高　学校数　本校,A20_144,NA,整数型,NA
学校　高　学校数　分校,A20_145,NA,整数型,NA
学校　高　教（職）員数　教員数,A20_146,NA,整数型,NA
学校　高　教（職）員数　職員数,A20_147,NA,整数型,NA
学校　高　学級数,A20_148,NA,整数型,NA
学校　高　生徒数　在校,A20_149,NA,整数型,NA
学校　高　生徒数　通学,A20_150,NA,整数型,NA
学校　備考,A20_151,NA,文字列型,NA
卒業者状況　中　卒業生数　　,A20_152,NA,整数型,NA
卒業者状況　中　就職　総数　,A20_153,NA,整数型,NA
卒業者状況　中　就職　島内　計,A20_154,NA,整数型,NA
卒業者状況　中　就職　島内　農林業,A20_155,NA,整数型,NA
卒業者状況　中　就職　島内　水産業,A20_156,NA,整数型,NA
卒業者状況　中　就職　島内　2次産業,A20_157,NA,整数型,NA
卒業者状況　中　就職　島内　3次産業,A20_158,NA,整数型,NA
卒業者状況　中　就職　島外　計,A20_159,NA,整数型,NA
卒業者状況　中　就職　島外　1次産業,A20_160,NA,整数型,NA
卒業者状況　中　就職　島外　2次産業,A20_161,NA,整数型,NA
卒業者状況　中　就職　島外　3次産業,A20_162,NA,整数型,NA
卒業者状況　中　進学　総数　,A20_163,NA,整数型,NA
卒業者状況　中　進学　島内　,A20_164,NA,整数型,NA
卒業者状況　中　進学　島外　,A20_165,NA,整数型,NA
卒業者状況　中　進学　進学率　,A20_166,NA,実数型,NA
卒業者状況　中　未就職・その他　島内　,A20_167,NA,整数型,NA
卒業者状況　中　未就職・その他　島外　,A20_168,NA,整数型,NA
卒業者状況　高　卒業生数　　,A20_169,NA,整数型,NA
卒業者状況　高　就職　総数　,A20_170,NA,整数型,NA
卒業者状況　高　就職　島内　計,A20_171,NA,整数型,NA
卒業者状況　高　就職　島内　農林業,A20_172,NA,整数型,NA
卒業者状況　高　就職　島内　水産業,A20_173,NA,整数型,NA
卒業者状況　高　就職　島内　2次産業,A20_174,NA,整数型,NA
卒業者状況　高　就職　島内　3次産業,A20_175,NA,整数型,NA
卒業者状況　高　就職　島外　計,A20_176,NA,整数型,NA
卒業者状況　高　就職　島外　1次産業,A20_177,NA,整数型,NA
卒業者状況　高　就職　島外　2次産業,A20_178,NA,整数型,NA
卒業者状況　高　就職　島外　3次産業,A20_179,NA,整数型,NA
卒業者状況　高　進学　総数　,A20_180,NA,整数型,NA
卒業者状況　高　進学　島内　,A20_181,NA,整数型,NA
卒業者状況　高　進学　島外　,A20_182,NA,整数型,NA
卒業者状況　高　進学　進学率　,A20_183,NA,実数型,NA
卒業者状況　高　未就職・その他　島内　,A20_184,NA,整数型,NA
卒業者状況　高　未就職・その他　島外　,A20_185,NA,整数型,NA
公園等　国調人口　　　,A20_186,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　都市計画公園　カ所数,A20_187,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　都市計画公園　面積,A20_188,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　特定地区公園　カ所数,A20_189,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　特定地区公園　面積,A20_190,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　計　カ所数,A20_191,NA,整数型,NA
公園等　離島振興関係一括事業　都市公園　計　面積,A20_192,NA,整数型,NA
公園等　離島振興関係一括事業　港湾環境整備緑地　カ所数　,A20_193,NA,整数型,NA
公園等　離島振興関係一括事業　港湾環境整備緑地　面積　,A20_194,NA,整数型,NA
公園等　離島振興関係一括事業　漁港漁村環境整備　カ所数　,A20_195,NA,整数型,NA
公園等　離島振興関係一括事業　漁港漁村環境整備　面積　,A20_196,NA,整数型,NA
公園等　離島振興関係一括事業　海岸環境整備　カ所数　,A20_197,NA,整数型,NA
公園等　離島振興関係一括事業　海岸環境整備　面積　,A20_198,NA,整数型,NA
公園等　離島振興関係一括事業　農業集落環境整備　カ所数　,A20_199,NA,整数型,NA
公園等　離島振興関係一括事業　農業集落環境整備　面積　,A20_200,NA,整数型,NA
公園等　離島振興関係一括事業　コミュニティ・アイランド　カ所数　,A20_201,NA,整数型,NA
公園等　離島振興関係一括事業　コミュニティ・アイランド　面積　,A20_202,NA,整数型,NA
公園等　離島振興関係一括事業　自然公園施設設備（園地等）　カ所数　,A20_203,NA,整数型,NA
公園等　離島振興関係一括事業　自然公園施設設備（園地等）　面積　,A20_204,NA,整数型,NA
公園等　離島振興関係一括事業　その他　カ所数　,A20_205,NA,整数型,NA
公園等　離島振興関係一括事業　その他　面積　,A20_206,NA,整数型,NA
公園等　離島振興関係一括事業　小計　カ所数　,A20_207,NA,整数型,NA
公園等　離島振興関係一括事業　小計　面積　,A20_208,NA,整数型,NA
公園等　地方公共団体単独事業　カ所数　　,A20_209,NA,整数型,NA
公園等　地方公共団体単独事業　面積　　,A20_210,NA,整数型,NA
公園等　合計　カ所数　　,A20_211,NA,整数型,NA
公園等　合計　面積　　,A20_212,NA,整数型,NA
公園等　一人当たり公園・緑地面積　　　,A20_213,NA,実数型,NA
道路　国道　総延長,A20_214,NA,実数型,NA
道路　国道　重用延長,A20_215,NA,実数型,NA
道路　国道　未供用延長,A20_216,NA,実数型,NA
道路　国道　実延長,A20_217,NA,実数型,NA
道路　国道　実延長　規格改良済延長,A20_218,NA,実数型,NA
道路　国道　実延長　規格改良済延長　内車道幅員55m以上,A20_219,NA,実数型,NA
道路　国道　実延長　未改良延長,A20_220,NA,実数型,NA
道路　国道　実延長　未改良延長　内自動車交通不能,A20_221,NA,実数型,NA
道路　国道　実延長　舗装済延長,A20_222,NA,実数型,NA
道路　国道　実延長　舗装済延長　内本舗装延長,A20_223,NA,実数型,NA
道路　国道　実延長　未舗装延長,A20_224,NA,実数型,NA
道路　国道　歩道設置道路実延長,A20_225,NA,実数型,NA
道路　国道　道路面積　車道面積,A20_226,NA,実数型,NA
道路　国道　道路面積　道路部面積,A20_227,NA,実数型,NA
道路　国道　道路面積　道路敷面積,A20_228,NA,実数型,NA
道路　主要地方道　総延長,A20_229,NA,実数型,NA
道路　主要地方道　重用延長,A20_230,NA,実数型,NA
道路　主要地方道　未供用延長,A20_231,NA,実数型,NA
道路　主要地方道　実延長,A20_232,NA,実数型,NA
道路　主要地方道　実延長　規格改良済延長,A20_233,NA,実数型,NA
道路　主要地方道　実延長　規格改良済延長　内車道幅員55m以上,A20_234,NA,実数型,NA
道路　主要地方道　実延長　未改良延長,A20_235,NA,実数型,NA
道路　主要地方道　実延長　未改良延長　内自動車交通不能,A20_236,NA,実数型,NA
道路　主要地方道　実延長　舗装済延長,A20_237,NA,実数型,NA
道路　主要地方道　実延長　舗装済延長　内本舗装延長,A20_238,NA,実数型,NA
道路　主要地方道　実延長　未舗装延長,A20_239,NA,実数型,NA
道路　主要地方道　歩道設置道路実延長,A20_240,NA,実数型,NA
道路　主要地方道　道路面積　車道面積,A20_241,NA,実数型,NA
道路　主要地方道　道路面積　道路部面積,A20_242,NA,実数型,NA
道路　主要地方道　道路面積　道路敷面積,A20_243,NA,実数型,NA
道路　都道県道　総延長,A20_244,NA,実数型,NA
道路　都道県道　重用延長,A20_245,NA,実数型,NA
道路　都道県道　未供用延長,A20_246,NA,実数型,NA
道路　都道県道　実延長,A20_247,NA,実数型,NA
道路　都道県道　実延長　規格改良済延長,A20_248,NA,実数型,NA
道路　都道県道　実延長　規格改良済延長　内車道幅員55m以上,A20_249,NA,実数型,NA
道路　都道県道　実延長　未改良延長,A20_250,NA,実数型,NA
道路　都道県道　実延長　未改良延長　内自動車交通不能,A20_251,NA,実数型,NA
道路　都道県道　実延長　舗装済延長,A20_252,NA,実数型,NA
道路　都道県道　実延長　舗装済延長　内本舗装延長,A20_253,NA,実数型,NA
道路　都道県道　実延長　未舗装延長,A20_254,NA,実数型,NA
道路　都道県道　歩道設置道路実延長,A20_255,NA,実数型,NA
道路　都道県道　道路面積　車道面積,A20_256,NA,実数型,NA
道路　都道県道　道路面積　道路部面積,A20_257,NA,実数型,NA
道路　都道県道　道路面積　道路敷面積,A20_258,NA,実数型,NA
道路　市町村道　総延長,A20_259,NA,実数型,NA
道路　市町村道　重用延長,A20_260,NA,実数型,NA
道路　市町村道　未供用延長,A20_261,NA,実数型,NA
道路　市町村道　実延長,A20_262,NA,実数型,NA
道路　市町村道　実延長　規格改良済延長,A20_263,NA,実数型,NA
道路　市町村道　実延長　規格改良済延長　内車道幅員55m以上,A20_264,NA,実数型,NA
道路　市町村道　実延長　未改良延長,A20_265,NA,実数型,NA
道路　市町村道　実延長　未改良延長　内自動車交通不能,A20_266,NA,実数型,NA
道路　市町村道　実延長　舗装済延長,A20_267,NA,実数型,NA
道路　市町村道　実延長　舗装済延長　内本舗装延長,A20_268,NA,実数型,NA
道路　市町村道　実延長　未舗装延長,A20_269,NA,実数型,NA
道路　市町村道　歩道設置道路実延長,A20_270,NA,実数型,NA
道路　市町村道　道路面積　車道面積,A20_271,NA,実数型,NA
道路　市町村道　道路面積　道路部面積,A20_272,NA,実数型,NA
道路　市町村道　道路面積　道路敷面積,A20_273,NA,実数型,NA
道路　備考,A20_274,NA,文字列型,NA
調査年度,A20_275,NA,時間型,NA
車輌保有台数　保有車両合計,A20_276,NA,整数型,NA
車輌保有台数　登録車両　小計,A20_277,NA,整数型,NA
車輌保有台数　登録車両　トラック　計,A20_278,NA,整数型,NA
車輌保有台数　登録車両　トラック　普通車,A20_279,NA,整数型,NA
車輌保有台数　登録車両　トラック　小型車,A20_280,NA,整数型,NA
車輌保有台数　登録車両　トラック　トレーラー,A20_281,NA,整数型,NA
車輌保有台数　登録車両　バス　,A20_282,NA,整数型,NA
車輌保有台数　登録車両　乗用車　計,A20_283,NA,整数型,NA
車輌保有台数　登録車両　乗用車　普通車,A20_284,NA,整数型,NA
車輌保有台数　登録車両　乗用車　小型車,A20_285,NA,整数型,NA
車輌保有台数　登録車両　特種用途車　,A20_286,NA,整数型,NA
車輌保有台数　登録車両　大型特殊車　,A20_287,NA,整数型,NA
車輌保有台数　軽自動車,A20_288,NA,整数型,NA
車輌保有台数　二輪車,A20_289,NA,整数型,NA
車輌保有台数　原動機付自転車,A20_290,NA,整数型,NA
車輌保有台数　小型特殊車,A20_291,NA,整数型,NA
車輌保有台数　備考,A20_292,NA,文字列型,NA
医療　住民登録人口,A20_293,NA,整数型,NA
医療　施設　総数,A20_294,NA,整数型,NA
医療　施設　病院,A20_295,NA,整数型,NA
医療　施設　診療所,A20_296,NA,整数型,NA
医療　施設　診療所　有床診療所,A20_297,NA,整数型,NA
医療　施設　歯科診療所,A20_298,NA,整数型,NA
医療　施設　一般診療所の歯科診療科目,A20_299,NA,整数型,NA
医療　施設　開設者別　国,A20_300,NA,整数型,NA
医療　施設　開設者別　都道県,A20_301,NA,整数型,NA
医療　施設　開設者別　市町村,A20_302,NA,整数型,NA
医療　施設　開設者別　個人,A20_303,NA,整数型,NA
医療　施設　開設者別　その他,A20_304,NA,整数型,NA
医療　病床数,A20_305,NA,整数型,NA
医療　従事者　医師　常勤,A20_306,NA,整数型,NA
医療　従事者　医師　非常勤,A20_307,NA,整数型,NA
医療　従事者　歯科医師　常勤,A20_308,NA,整数型,NA
医療　従事者　歯科医師　非常勤,A20_309,NA,整数型,NA
医療　従事者　保健師　医療施設勤務,A20_310,NA,整数型,NA
医療　従事者　保健師　医療施設外勤務,A20_311,NA,整数型,NA
医療　従事者　助産師　医療施設勤務,A20_312,NA,整数型,NA
医療　従事者　助産師　医療施設外勤務,A20_313,NA,整数型,NA
医療　従事者　看護師　医療施設勤務,A20_314,NA,整数型,NA
医療　従事者　看護師　医療施設外勤務,A20_315,NA,整数型,NA
医療　従事者　歯科衛生士　医療施設勤務,A20_316,NA,整数型,NA
医療　従事者　歯科衛生士　医療施設外勤務,A20_317,NA,整数型,NA
医療　搬送設備等　巡回診療車,A20_318,NA,整数型,NA
医療　搬送設備等　巡回診療船,A20_319,NA,整数型,NA
医療　搬送設備等　患者輸送車,A20_320,NA,整数型,NA
医療　搬送設備等　患者輸送船,A20_321,NA,整数型,NA
医療　備考,A20_322,NA,文字列型,NA
水道　住民登録人口,A20_323,NA,整数型,NA
水道　利用人口　上水道,A20_324,NA,整数型,NA
水道　利用人口　専用水道,A20_325,NA,整数型,NA
水道　利用人口　簡易水道,A20_326,NA,整数型,NA
水道　利用人口　計,A20_327,NA,整数型,NA
水道　普及率,A20_328,NA,実数型,NA
水道　その他飲料水利用人口　井戸,A20_329,NA,整数型,NA
水道　その他飲料水利用人口　流湧水,A20_330,NA,整数型,NA
水道　その他飲料水利用人口　天水,A20_331,NA,整数型,NA
水道　その他飲料水利用人口　計,A20_332,NA,整数型,NA
水道　備考,A20_333,NA,文字列型,NA
し尿処理状況　住民登録人口,A20_334,NA,整数型,NA
し尿処理状況　計画処理区域内人口　水洗化人口,A20_335,NA,整数型,NA
し尿処理状況　計画処理区域内人口　非水洗化人口　収集人口,A20_336,NA,整数型,NA
し尿処理状況　計画処理区域内人口　非水洗化人口　自家処理人口,A20_337,NA,整数型,NA
し尿処理状況　計画処理区域内人口　計,A20_338,NA,整数型,NA
し尿処理状況　計画処理区域内人口　計画収集率,A20_339,NA,実数型,NA
し尿処理状況　区域内人口比率,A20_340,NA,実数型,NA
し尿処理状況　収集し尿処理内訳　施設処理,A20_341,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　埋立て,A20_342,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　海洋投入,A20_343,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　その他,A20_344,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　計,A20_345,NA,整数型,NA
し尿処理状況　収集し尿処理内訳　施設処理率,A20_346,NA,実数型,NA
し尿処理状況　備考,A20_347,NA,文字列型,NA
ごみ処理状況　住民登録人口,A20_348,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計画収集人口,A20_349,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　自家処理人口,A20_350,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計,A20_351,NA,整数型,NA
ごみ処理状況　計画処理区域内人口　計画収集率,A20_352,NA,実数型,NA
ごみ処理状況　区域内人口比率,A20_353,NA,実数型,NA
ごみ処理状況　収集ごみ処理内訳　施設処理,A20_354,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　埋立て,A20_355,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　その他,A20_356,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　計,A20_357,NA,整数型,NA
ごみ処理状況　収集ごみ処理内訳　施設処理率,A20_358,NA,実数型,NA
ごみ処理状況　備考,A20_359,NA,文字列型,NA
汚水処理状況　住民登録人口,A20_360,NA,整数型,NA
汚水処理状況　計画処理区域内人口　公共・流域下水道,A20_361,NA,整数型,NA
汚水処理状況　計画処理区域内人口　農業集落排水,A20_362,NA,整数型,NA
汚水処理状況　計画処理区域内人口　漁業集落環境整備,A20_363,NA,整数型,NA
汚水処理状況　計画処理区域内人口　コミュニティ・プラント,A20_364,NA,整数型,NA
汚水処理状況　計画処理区域内人口　合併処理浄化槽,A20_365,NA,整数型,NA
汚水処理状況　計画処理区域内人口　その他,A20_366,NA,整数型,NA
汚水処理状況　計画処理区域内人口　計,A20_367,NA,整数型,NA
汚水処理状況　区域内人口比率,A20_368,NA,実数型,NA
汚水処理状況　処理人口　公共・流域下水道,A20_369,NA,整数型,NA
汚水処理状況　処理人口　農業集落排水,A20_370,NA,整数型,NA
汚水処理状況　処理人口　漁業集落環境整備,A20_371,NA,整数型,NA
汚水処理状況　処理人口　コミュニティ・プラント,A20_372,NA,整数型,NA
汚水処理状況　処理人口　合併処理浄化槽,A20_373,NA,整数型,NA
汚水処理状況　処理人口　その他,A20_374,NA,整数型,NA
汚水処理状況　処理人口　計,A20_375,NA,整数型,NA
汚水処理状況　処理人口普及率,A20_376,NA,実数型,NA
汚水処理状況　備考,A20_377,NA,文字列型,NA
財政1　決算　基準財政需要額,A20_378,NA,実数型,NA
財政1　決算　基準財政収入額,A20_379,NA,実数型,NA
財政1　決算　財政力指数,A20_380,NA,実数型,NA
財政1　現在　積立金現在高,A20_381,NA,実数型,NA
財政1　現在　地方債現在高,A20_382,NA,実数型,NA
財政1　歳入　地方税収入,A20_383,NA,実数型,NA
財政1　歳入　地方交付税,A20_384,NA,実数型,NA
財政1　歳入　国庫支出金,A20_385,NA,実数型,NA
財政1　歳入　都道県支出金,A20_386,NA,実数型,NA
財政1　歳入　地方債,A20_387,NA,実数型,NA
財政1　歳入　その他,A20_388,NA,実数型,NA
財政1　歳入　計,A20_389,NA,実数型,NA
財政2　歳出　議会費,A20_390,NA,実数型,NA
財政2　歳出　総務費,A20_391,NA,実数型,NA
財政2　歳出　民生費,A20_392,NA,実数型,NA
財政2　歳出　衛生費,A20_393,NA,実数型,NA
財政2　歳出　労働費,A20_394,NA,実数型,NA
財政2　歳出　農林水産費,A20_395,NA,実数型,NA
財政2　歳出　商工費,A20_396,NA,実数型,NA
財政2　歳出　土木費,A20_397,NA,実数型,NA
財政2　歳出　消防費,A20_398,NA,実数型,NA
財政2　歳出　教育費,A20_399,NA,実数型,NA
財政2　歳出　災害復旧費,A20_400,NA,実数型,NA
財政2　歳出　公債費,A20_401,NA,実数型,NA
財政2　歳出　諸支出金,A20_402,NA,実数型,NA
財政2　歳出　計,A20_403,NA,実数型,NA
調査年度,A20_404,NA,時間型,NA
就業者数　就業者総数　,A20_405,NA,整数型,NA
就業者数　第1次　農業,A20_406,NA,整数型,NA
就業者数　第1次　農業、林業,A20_407,NA,整数型,NA
就業者数　第1次　農業、林業（うち農業）,A20_408,NA,整数型,NA
就業者数　第1次　林業,A20_409,NA,整数型,NA
就業者数　第1次　漁業,A20_410,NA,整数型,NA
就業者数　第1次　小計,A20_411,NA,整数型,NA
就業者数　第2次　鉱業,A20_412,NA,整数型,NA
就業者数　第2次　鉱業，採石業，砂利採取業,A20_413,NA,整数型,NA
就業者数　第2次　建設業,A20_414,NA,整数型,NA
就業者数　第2次　製造業,A20_415,NA,整数型,NA
就業者数　第2次　小計,A20_416,NA,整数型,NA
就業者数　第3次　電気・ガス・熱供給・水道業,A20_417,NA,整数型,NA
就業者数　第3次　運輸・通信業,A20_418,NA,整数型,NA
就業者数　第3次　情報・通信業,A20_419,NA,整数型,NA
就業者数　第3次　運輸業,A20_420,NA,整数型,NA
就業者数　第3次　運輸業、郵便業,A20_421,NA,整数型,NA
就業者数　第3次　卸売・小売業・飲食業,A20_422,NA,整数型,NA
就業者数　第3次　卸売・小売業,A20_423,NA,整数型,NA
就業者数　第3次　金融・保険業,A20_424,NA,整数型,NA
就業者数　第3次　不動産業,A20_425,NA,整数型,NA
就業者数　第3次　不動産業、物品賃貸業,A20_426,NA,整数型,NA
就業者数　第3次　学術研究，専門・技術サービス業,A20_427,NA,整数型,NA
就業者数　第3次　飲食店・宿泊業,A20_428,NA,整数型,NA
就業者数　第3次　宿泊業，飲食サービス業　,A20_429,NA,整数型,NA
就業者数　第3次　生活関連サービス業，娯楽業,A20_430,NA,整数型,NA
就業者数　第3次　医療･福祉,A20_431,NA,整数型,NA
就業者数　第3次　教育・学習支援業,A20_432,NA,整数型,NA
就業者数　第3次　複合サービス事業,A20_433,NA,整数型,NA
就業者数　第3次　サービス業,A20_434,NA,整数型,NA
就業者数　第3次　公務,A20_435,NA,整数型,NA
就業者数　第3次　小計,A20_436,NA,整数型,NA
就業者数　分類不能　,A20_437,NA,整数型,NA
就業者数　備考　,A20_438,NA,文字列型,NA
事業所数　総数　,A20_439,NA,整数型,NA
事業所数　第1次　農業,A20_440,NA,整数型,NA
事業所数　第1次　林業,A20_441,NA,整数型,NA
事業所数　第1次　漁業,A20_442,NA,整数型,NA
事業所数　第1次　小計,A20_443,NA,整数型,NA
事業所数　第2次　鉱業,A20_444,NA,整数型,NA
事業所数　第2次　建設業,A20_445,NA,整数型,NA
事業所数　第2次　製造業,A20_446,NA,整数型,NA
事業所数　第2次　小計,A20_447,NA,整数型,NA
事業所数　第3次　電気・ガス・熱供給・水道業,A20_448,NA,整数型,NA
